id,eng,simp,trad
840543,Damon showed me his stamp album.,戴蒙给我看了他的邮票册。,戴蒙給我看了他的郵票冊。
840547,Could you show me that necktie?,你能给我看看这条领带吗？,你能給我看看這條領帶嗎？
840549,You can have this watch for nothing.,你可以免费拥有这支手錶。,你可以免費擁有這支手錶。
840552,He drove the truck to Dallas.,他开卡车到达拉斯。,他開卡車到達拉斯。
840553,She isn't a good cook.,她不是一个好厨师。,她不是一個好廚師。
840555,Can your brother drive a car?,你弟弟会开车吗？,你弟弟會開車嗎？
840557,Tears ran down Alice's cheeks.,泪水沿着爱丽丝的脸颊流下来。,淚水沿著愛麗絲的臉頰流下來。
840561,Have you read today's paper yet?,你看过今天的报纸了吗？,你看過今天的報紙了嗎？
840563,Have you been to London before?,你以前去过伦敦吗？,你以前去過倫敦嗎？
840573,She liked him right off.,她立刻喜欢上他了。,她立刻喜歡上他了。
840576,Are you going to school tomorrow?,你明天要去上学吗？,你明天要去上學嗎？
840581,Tom is engaged to Ruth.,汤姆和露丝订婚了。,湯姆和露絲訂婚了。
840584,He broke the window on purpose.,他故意打破了窗户。,他故意打破了窗戶。
840586,Tom is a good worker.,汤姆是个好工人。,湯姆是個好工人。
840601,Amy wants something new to wear.,艾美想穿戴新的衣物。,艾美想穿戴新的衣物。
840605,I'm very happy now.,我现在很高兴。,我現在很高興。
840606,Were you at home yesterday?,昨天你不在家吗？,昨天你不在家嗎？
840610,Please tell me your name.,请告诉我你的名字。,請告訴我你的名字。
840618,She folded her handkerchief neatly.,她整齐地把她的手帕折好。,她整齊地把她的手帕折好。
840623,Could you please autograph this book?,请你在这本书上签名好吗？,請你在這本書上簽名好嗎？
840627,Have you ever climbed Mt. Aso?,你曾经爬过阿苏山吗？,你曾經爬過阿蘇山嗎？
840647,Have you ever been to America?,你去过美国吗？,你去過美國嗎？
840648,The class begins at 8:30.,课程八点半开始。,課程八點半開始。
840650,Do what you think is best.,做你所想的是最好的。,做你所想的是最好的。
840652,Have you ever tried scuba diving?,你曾试过用水肺潜水吗？,你曾試過用水肺潛水嗎？
840653,Have you washed your hands yet?,你洗过你的手了吗？,你洗過你的手了嗎？
840654,He looks down on women.,他小看女人。,他小看女人。
840655,Your letter made me happy.,你的来信使我快乐。,你的來信使我快樂。
840658,When will you go out?,你什麽时候要出去？,你什麼時候要出去？
840661,Did she show you the picture?,她给你看过照片了吗?,她給你看過照片了嗎?
840663,Tom applied for the job.,汤姆申请了这份工作。,湯姆申請了這份工作。
840665,Please put on your shoes.,请穿上你的鞋子。,請穿上你的鞋子。
840667,You can count on Jack.,你可以信赖杰克。,你可以信賴傑克。
840670,They named their daughter Helen.,他们为他们的女儿取名海伦。,他們為他們的女兒取名海倫。
840671,They have announced their engagement.,他们已经宣布订婚了。,他們已經宣布訂婚了。
840672,Akiko has some friends in France.,明子在法国有一些朋友。,明子在法國有一些朋友。
840674,He didn't respond to my question.,他没有回答我的问题。,他沒有回答我的問題。
840699,It so happened that they were not there.,他们刚好不在那里。,他們剛好不在那裏。
840707,Where is the ticket office?,售票处在哪里？,售票處在哪裏？
840740,Dick is sometimes late for school.,迪克有时迟到。,迪克有時遲到。
840742,Prices have been climbing steadily.,价格一直在稳定地攀升。,價格一直在穩定地攀升。
840746,She is about my age.,她大约跟我同年纪。,她大約跟我同年紀。
840747,She gave me a present.,她给了我一件礼物。,她給了我一件禮物。
840751,She's good at handling children.,她对孩子很有一套。,她對孩子很有一套。
840753,She's good at handling children.,她善于处理儿童。,她善於處理兒童。
840756,Does anyone want some more pie?,有人想要更多的馅饼吗？,有人想要更多的餡餅嗎？
840757,Does she know your phone number?,她知道你的电话号码？,她知道你的電話號碼？
840758,He always quarrels with his wife.,他总是与他的妻子吵架。,他總是與他的妻子吵架。
840759,There is a large supermarket.,有一个大型超市。,有一個大型超市。
840760,I want to eat a Dapanji!,我想吃大盘鸡！,我想吃大盤雞！
840761,You should have seen it.,您本应该看看它的。,您本應該看看它的。
840763,He came to see you yesterday.,他昨天来看你。,他昨天來看你。
840764,She gave me a watch.,她给了我一支手錶。,她給了我一支手錶。
840765,Perhaps it will rain tomorrow.,也许明天会下雨。,也許明天會下雨。
840767,She left for London yesterday.,她昨天离开去伦敦。,她昨天離開去倫敦。
840776,Please come whenever you like.,请你想什麽时候来都可以。,請你想什麼時候來都可以。
840780,Please lend me your knife.,请借我你的刀。,請借我你的刀。
840782,She wore a beautiful dress.,她穿着漂亮的洋装。,她穿著漂亮的洋裝。
840786,Alice went to bed at ten.,爱丽丝十点睡觉。,愛麗絲十點睡覺。
840788,Bill often goes to the park.,比尔经常去公园。,比爾經常去公園。
840790,She was in a hurry.,她在赶时间。,她在趕時間。
840797,George hit him in the stomach.,乔治击中了他的腹部。,喬治擊中了他的腹部。
840799,The nail tore his jacket.,这个钉子撕破了他的夹克。,這個釘子撕破了他的夾克。
840802,They're 30 minutes behind schedule.,他们的进度较预期慢30分钟。,他們的進度較預期慢30分鐘。
840804,We import tea from India.,我们从印度进口茶叶。,我們從印度進口茶葉。
840806,See you at the party.,在派对上见。,在派對上見。
840812,"When the body is touched, receptors in the skin send messages to the brain causing the release of chemicals such as endorphins.",当身体受到外界触碰的时候，皮肤的感受器就会向大脑发出信息，令大脑释放安多芬等的化学物质。,當身體受到外界觸碰的時候，皮膚的感受器就會向大腦發出信息，令大腦釋放安多芬等的化學物質。
840864,The first airplane flew in 1903 for twelve seconds.,世上第一架飞机是在一九零三年起飞的，整个过程历时十二秒。,世上第一架飛機是在一九零三年起飛的，整個過程歷時十二秒。
840867,We arrived at the airport three hours before our flight.,我们在飞机起飞前三个小时就到达了机场。,我們在飛機起飛前三個小時就到達了機場。
840868,He has good eyesight.,他的视力很好。,他的視力很好。
840872,I'm sorry to have kept you waiting so long.,对不起，让你久等了。,對不起，讓你久等了。
840890,She was so scared that she couldn't speak.,她害怕得连话也说不出来。,她害怕得連話也說不出來。
840966,"The notice in the park said ""Keep off the grass"".",公园的告示牌上写着「请勿践踏草地」。,公園的告示牌上寫著「請勿踐踏草地」。
841292,Mountains are not necessarily green.,山不一定是绿色的。,山不一定是綠色的。
841579,How arrogant!,好自大啊！,好自大啊！
841827,Yesterday I bought two steamed buns.,昨天我买了两个馒头。,昨天我買了兩個饅頭。
841829,"After you get to the traffic lights, turn right.",到了红绿灯以后，往右拐。,到了紅綠燈以後，往右拐。
841831,Tomorrow I’ll go out with friends after having lunch.,明天我吃了午饭以后就跟朋友出去玩儿。,明天我吃了午飯以後就跟朋友出去玩兒。
841833,I ate three pieces of cake.,我吃了三块蛋糕。,我吃了三塊蛋糕。
841836,I only slept for three hours.,我只睡了三个小时觉。,我只睡了三個小時覺。
841839,"If you’ve only slept for three hours, you certainly won’t do well in the exam.",如果你只睡了三个小时觉，一定会考试考得不好。,如果你只睡了三個小時覺，一定會考試考得不好。
841842,"Once you’ve done your homework for an hour, you can watch TV.",你写作业一个小时就可以看电视。,你寫作業一個小時就可以看電視。
841845,The weather is cold now.,天气冷了。,天氣冷了。
841848,I don’t smoke any more.,我不会再抽菸了。,我不會再抽菸了。
841851,She’s a doctor now.,她是医生了。,她是醫生了。
841853,He can drive a car now.,他会开车了。,他會開車了。
841855,You’ve had eleven bottles of beer!,你喝了十一瓶啤酒了！,你喝了十一瓶啤酒了！
841857,He’s been asleep for ten hours now.,他睡了十个小时觉了。,他睡了十個小時覺了。
841861,I've only been online for ten minutes.,我只上了十分钟网了。,我只上了十分鐘網了。
841866,Can you make it?,你来得了吗？,你來得了嗎？
841869,I can't see!,我看不了阿！,我看不了阿！
841871,You can't buy apples any more!,苹果买不了了！,蘋果買不了了！
842046,This dog is a crossbreed.,这条狗杂交。,這條狗雜交。
842076,Tea was introduced from China.,茶叶是从中国传入的。,茶葉是從中國傳入的。
842152,He keeps his youth by jogging.,他是由跑步保养青春的活力。,他是由跑步保養青春的活力。
842230,He has postponed his departure until tomorrow.,他把出发推时到明天了。,他把出發推時到明天了。
